quarter,Categ_name,cci,DI,CS,GT,vix,3m Bond,CPI
2007Q2,Clothing Accessories: 124,-5.166666666666667,6274,1544,-5.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Motorcycles: 273,-5.166666666666667,6274,140,12.666666666666671,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Candy & Sweets: 906,-5.166666666666667,6274,1828,-6.999999999999986,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Bicycles & Accessories: 1191,-5.166666666666667,6274,229,14.333333333333329,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Electricity: 658,-5.166666666666667,6274,2876,-10.333333333333329,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Health Insurance: 249,-5.166666666666667,6274,412,-5.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Mobile & Wireless: 382,-5.166666666666667,6274,196,-4.333333333333343,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Home Financing: 466,-5.166666666666667,6274,775,-10.333333333333329,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Kitchen & Dining: 951,-5.166666666666667,6274,1402,-9.333333333333329,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Restaurants: 276,-5.166666666666667,6274,16943,-4.333333333333329,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Drugs & Medications: 646,-5.166666666666667,6274,1231,-2.333333333333343,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Liquor: 406,-5.166666666666667,6274,854,-2.333333333333343,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Non-Alcoholic Beverages: 560,-5.166666666666667,6274,2235,-5.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Transportation & Logistics: 50,-5.166666666666667,6274,1313,-4.666666666666671,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Vehicle Fuels & Lubricants: 1269,-5.166666666666667,6274,6239,-3.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Animal Products & Services: 882,-5.166666666666667,6274,810,-3.333333333333343,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Tobacco Products: 123,-5.166666666666667,6274,3807,3.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Auto Insurance: 467,-5.166666666666667,6274,777,-5.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Vehicle Parts & Accessories: 89,-5.166666666666667,6274,1001,-1.6666666666666714,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Sporting Goods: 263,-5.166666666666667,6274,672,11.666666666666657,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Air Travel: 203,-5.166666666666667,6274,4241,-5.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Water Supply & Treatment: 1349,-5.166666666666667,6274,927,-1.6666666666666643,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Wine: 405,-5.166666666666667,6274,1591,-3.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Vehicle Maintenance: 138,-5.166666666666667,6274,4523,-1.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Apartments & Residential Rentals: 378,-5.166666666666667,6274,51437,-6.666666666666686,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Automotive Industry: 1190,-5.166666666666667,6274,9946,-9.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Apparel: 68,-5.166666666666667,6274,11541,2.0,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q2,Audio Equipment: 361,-5.166666666666667,6274,1563,-9.666666666666671,-0.603333333333337,0.25466666666666793,0.7999999999999972
2007Q3,Baked Goods: 907,-4.966666666666667,6258,2749,0.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Education: 74,-4.966666666666667,6258,3488,-10.666666666666657,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Sporting Goods: 263,-4.966666666666667,6258,648,-1.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Liquor: 406,-4.966666666666667,6258,851,1.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Mail & Package Delivery: 1150,-4.966666666666667,6258,197,2.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Vehicle Maintenance: 138,-4.966666666666667,6258,4567,-3.6666666666666714,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Candy & Sweets: 906,-4.966666666666667,6258,1818,-1.6666666666666856,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Motorcycles: 273,-4.966666666666667,6258,153,-9.666666666666671,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Beer: 404,-4.966666666666667,6258,856,-3.666666666666657,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Auto Insurance: 467,-4.966666666666667,6258,924,2.6666666666666714,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Small Kitchen Appliances: 1292,-4.966666666666667,6258,200,-3.333333333333343,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Audio Equipment: 361,-4.966666666666667,6258,1527,-1.6666666666666572,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Water Supply & Treatment: 1349,-4.966666666666667,6258,939,-3.000000000000007,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Camera & Photo Equipment: 573,-4.966666666666667,6258,839,-2.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Home Financing: 466,-4.966666666666667,6258,771,-0.3333333333333428,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Apartments & Residential Rentals: 378,-4.966666666666667,6258,51961,4.333333333333329,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Non-Alcoholic Beverages: 560,-4.966666666666667,6258,2235,-3.333333333333343,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Vehicle Parts & Accessories: 89,-4.966666666666667,6258,1072,-3.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Health Insurance: 249,-4.966666666666667,6258,480,-2.3333333333333286,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Electricity: 658,-4.966666666666667,6258,3071,-1.3333333333333286,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Kitchen & Dining: 951,-4.966666666666667,6258,1427,0.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Restaurants: 276,-4.966666666666667,6258,16978,-1.3333333333333428,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Tobacco Products: 123,-4.966666666666667,6258,3820,-14.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Animal Products & Services: 882,-4.966666666666667,6258,814,0.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Fruits & Vegetables: 908,-4.966666666666667,6258,4168,-0.6666666666666572,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Bicycles & Accessories: 1191,-4.966666666666667,6258,235,-1.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Hobbies & Leisure: 65,-4.966666666666667,6258,1820,-2.666666666666643,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Lottery & Sweepstakes: 364,-4.966666666666667,6258,2521,6.333333333333343,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Hotels & Accommodations: 179,-4.966666666666667,6258,3588,3.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Automotive Industry: 1190,-4.966666666666667,6258,10162,-5.333333333333343,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Air Travel: 203,-4.966666666666667,6258,3609,4.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Drugs & Medications: 646,-4.966666666666667,6258,1339,-6.333333333333329,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Transportation & Logistics: 50,-4.966666666666667,6258,1407,3.6666666666666714,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Meat & Seafood: 909,-4.966666666666667,6258,4083,0.6666666666666714,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Home Furnishings: 270,-4.966666666666667,6258,2855,3.3333333333333286,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Major Kitchen Appliances: 1293,-4.966666666666667,6258,1440,1.3333333333333286,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Clothing Accessories: 124,-4.966666666666667,6258,1496,0.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Wine: 405,-4.966666666666667,6258,1658,0.6666666666666572,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Domestic Services: 472,-4.966666666666667,6258,910,-3.333333333333343,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Vehicle Fuels & Lubricants: 1269,-4.966666666666667,6258,6920,-5.333333333333329,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Mobile & Wireless: 382,-4.966666666666667,6258,188,0.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Apparel: 68,-4.966666666666667,6258,11683,-4.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q3,Home Insurance: 465,-4.966666666666667,6258,1018,0.0,7.253333333333333,0.16066666666666762,-0.09999999999999433
2007Q4,Mobile & Wireless: 382,-6.433333333333334,6241,184,4.333333333333343,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Small Kitchen Appliances: 1292,-6.433333333333334,6241,295,13.333333333333343,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Vehicle Fuels & Lubricants: 1269,-6.433333333333334,6241,7375,-3.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Apartments & Residential Rentals: 378,-6.433333333333334,6241,52393,-22.999999999999986,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Non-Alcoholic Beverages: 560,-6.433333333333334,6241,2214,-1.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Meat & Seafood: 909,-6.433333333333334,6241,4297,5.666666666666664,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Bicycles & Accessories: 1191,-6.433333333333334,6241,247,-15.333333333333329,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Lottery & Sweepstakes: 364,-6.433333333333334,6241,2622,-4.333333333333343,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Air Travel: 203,-6.433333333333334,6241,3716,-19.666666666666657,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Electricity: 658,-6.433333333333334,6241,2744,-1.3333333333333428,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Animal Products & Services: 882,-6.433333333333334,6241,881,-5.666666666666657,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Automotive Industry: 1190,-6.433333333333334,6241,10494,3.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Water Supply & Treatment: 1349,-6.433333333333334,6241,958,-3.3333333333333286,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Kitchen & Dining: 951,-6.433333333333334,6241,1447,7.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Fruits & Vegetables: 908,-6.433333333333334,6241,4269,-0.6666666666666856,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Tobacco Products: 123,-6.433333333333334,6241,3878,-2.333333333333343,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Home Furnishings: 270,-6.433333333333334,6241,2868,1.3333333333333286,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Liquor: 406,-6.433333333333334,6241,835,4.333333333333343,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Domestic Services: 472,-6.433333333333334,6241,858,-5.333333333333343,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Restaurants: 276,-6.433333333333334,6241,17322,4.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Vehicle Parts & Accessories: 89,-6.433333333333334,6241,1211,-7.666666666666657,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Health Insurance: 249,-6.433333333333334,6241,546,-13.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Camera & Photo Equipment: 573,-6.433333333333334,6241,889,3.3333333333333286,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Apparel: 68,-6.433333333333334,6241,11709,10.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Auto Insurance: 467,-6.433333333333334,6241,1190,-21.000000000000014,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Beer: 404,-6.433333333333334,6241,866,0.3333333333333428,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Home Financing: 466,-6.433333333333334,6241,776,-21.66666666666667,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Vehicle Maintenance: 138,-6.433333333333334,6241,4266,-8.333333333333329,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Baked Goods: 907,-6.433333333333334,6241,2847,1.6666666666666714,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Drugs & Medications: 646,-6.433333333333334,6241,1475,-1.3333333333333286,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Wine: 405,-6.433333333333334,6241,1604,11.666666666666671,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Clothing Accessories: 124,-6.433333333333334,6241,1582,14.666666666666671,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Major Kitchen Appliances: 1293,-6.433333333333334,6241,1463,13.666666666666671,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Hobbies & Leisure: 65,-6.433333333333334,6241,1973,-4.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Home Insurance: 465,-6.433333333333334,6241,1199,-22.33333333333333,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Candy & Sweets: 906,-6.433333333333334,6241,1835,11.333333333333343,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Hotels & Accommodations: 179,-6.433333333333334,6241,3471,-20.66666666666667,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Audio Equipment: 361,-6.433333333333334,6241,1509,8.333333333333329,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Education: 74,-6.433333333333334,6241,3550,3.3333333333333286,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Transportation & Logistics: 50,-6.433333333333334,6241,1524,-5.666666666666671,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Mail & Package Delivery: 1150,-6.433333333333334,6241,210,5.666666666666657,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Motorcycles: 273,-6.433333333333334,6241,158,-14.0,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2007Q4,Sporting Goods: 263,-6.433333333333334,6241,708,-14.666666666666657,0.6400000000000006,-0.26266666666666794,0.8999999999999915
2008Q1,Apartments & Residential Rentals: 378,-10.133333333333333,6268,53176,12.999999999999986,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Clothing Accessories: 124,-10.133333333333333,6268,1494,-16.66666666666667,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Apparel: 68,-10.133333333333333,6268,11782,-12.666666666666671,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Motorcycles: 273,-10.133333333333333,6268,168,4.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Non-Alcoholic Beverages: 560,-10.133333333333333,6268,2245,-4.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Drugs & Medications: 646,-10.133333333333333,6268,1321,0.3333333333333286,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Tobacco Products: 123,-10.133333333333333,6268,3917,-4.333333333333329,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Fruits & Vegetables: 908,-10.133333333333333,6268,4141,-0.3333333333333144,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Vehicle Maintenance: 138,-10.133333333333333,6268,4436,7.333333333333329,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Vehicle Fuels & Lubricants: 1269,-10.133333333333333,6268,8072,-1.6666666666666856,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Major Kitchen Appliances: 1293,-10.133333333333333,6268,1480,-17.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Automotive Industry: 1190,-10.133333333333333,6268,10855,-2.666666666666657,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Mobile & Wireless: 382,-10.133333333333333,6268,175,-12.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Candy & Sweets: 906,-10.133333333333333,6268,1869,-9.666666666666657,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Lottery & Sweepstakes: 364,-10.133333333333333,6268,2867,7.666666666666657,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Liquor: 406,-10.133333333333333,6268,863,-10.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Auto Insurance: 467,-10.133333333333333,6268,1007,10.000000000000014,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Education: 74,-10.133333333333333,6268,3556,2.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Mail & Package Delivery: 1150,-10.133333333333333,6268,192,-13.666666666666671,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Domestic Services: 472,-10.133333333333333,6268,807,4.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Audio Equipment: 361,-10.133333333333333,6268,1327,-10.333333333333329,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Transportation & Logistics: 50,-10.133333333333333,6268,1641,-5.666666666666657,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Meat & Seafood: 909,-10.133333333333333,6268,4280,-3.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Vehicle Parts & Accessories: 89,-10.133333333333333,6268,1150,-1.6666666666666714,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Camera & Photo Equipment: 573,-10.133333333333333,6268,963,-14.333333333333329,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Electricity: 658,-10.133333333333333,6268,3189,10.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Baked Goods: 907,-10.133333333333333,6268,2891,0.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Kitchen & Dining: 951,-10.133333333333333,6268,1443,-8.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Bicycles & Accessories: 1191,-10.133333333333333,6268,264,-5.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Wine: 405,-10.133333333333333,6268,1481,-18.33333333333333,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Water Supply & Treatment: 1349,-10.133333333333333,6268,934,0.6666666666666714,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Hotels & Accommodations: 179,-10.133333333333333,6268,3585,8.333333333333343,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Home Financing: 466,-10.133333333333333,6268,765,12.333333333333343,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Health Insurance: 249,-10.133333333333333,6268,497,9.333333333333343,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Home Insurance: 465,-10.133333333333333,6268,1246,9.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Small Kitchen Appliances: 1292,-10.133333333333333,6268,268,-10.0,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Home Furnishings: 270,-10.133333333333333,6268,2894,-3.3333333333333286,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Air Travel: 203,-10.133333333333333,6268,3861,7.999999999999986,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Sporting Goods: 263,-10.133333333333333,6268,705,-4.666666666666671,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Beer: 404,-10.133333333333333,6268,831,-6.333333333333343,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Restaurants: 276,-10.133333333333333,6268,17500,-2.666666666666657,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Animal Products & Services: 882,-10.133333333333333,6268,852,2.666666666666657,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q1,Hobbies & Leisure: 65,-10.133333333333333,6268,1998,-2.6666666666666714,5.396666666666667,-0.44099999999999895,0.30000000000001137
2008Q2,Mail & Package Delivery: 1150,-20.233333333333334,6143,192,-1.3333333333333144,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Animal Products & Services: 882,-20.233333333333334,6143,835,-4.333333333333329,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Bicycles & Accessories: 1191,-20.233333333333334,6143,284,10.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Home Financing: 466,-20.233333333333334,6143,767,-10.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Major Kitchen Appliances: 1293,-20.233333333333334,6143,1477,-12.333333333333343,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Camera & Photo Equipment: 573,-20.233333333333334,6143,1049,-2.333333333333343,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Transportation & Logistics: 50,-20.233333333333334,6143,1695,-2.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Small Kitchen Appliances: 1292,-20.233333333333334,6143,174,-6.666666666666686,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Motorcycles: 273,-20.233333333333334,6143,161,6.666666666666671,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Home Insurance: 465,-20.233333333333334,6143,1022,-6.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Drugs & Medications: 646,-20.233333333333334,6143,1234,-2.3333333333333286,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Restaurants: 276,-20.233333333333334,6143,17393,-7.666666666666671,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Education: 74,-20.233333333333334,6143,3497,-3.3333333333333286,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Hobbies & Leisure: 65,-20.233333333333334,6143,2017,-4.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Vehicle Maintenance: 138,-20.233333333333334,6143,4590,-4.666666666666671,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Fruits & Vegetables: 908,-20.233333333333334,6143,4345,-3.000000000000007,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Hotels & Accommodations: 179,-20.233333333333334,6143,3522,-5.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Apparel: 68,-20.233333333333334,6143,12054,-1.3333333333333428,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Water Supply & Treatment: 1349,-20.233333333333334,6143,944,0.6666666666666572,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Lottery & Sweepstakes: 364,-20.233333333333334,6143,2823,-8.666666666666657,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Electricity: 658,-20.233333333333334,6143,3473,-3.666666666666657,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Liquor: 406,-20.233333333333334,6143,859,-1.3333333333333357,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Clothing Accessories: 124,-20.233333333333334,6143,1584,-6.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Air Travel: 203,-20.233333333333334,6143,3794,-5.999999999999986,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Audio Equipment: 361,-20.233333333333334,6143,1309,-9.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Domestic Services: 472,-20.233333333333334,6143,825,-2.3333333333333144,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Meat & Seafood: 909,-20.233333333333334,6143,4307,-5.333333333333329,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Baked Goods: 907,-20.233333333333334,6143,2912,-1.3333333333333321,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Health Insurance: 249,-20.233333333333334,6143,538,0.6666666666666572,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Non-Alcoholic Beverages: 560,-20.233333333333334,6143,2291,-2.3333333333333144,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Wine: 405,-20.233333333333334,6143,1633,-2.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Kitchen & Dining: 951,-20.233333333333334,6143,1390,-10.666666666666657,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Vehicle Parts & Accessories: 89,-20.233333333333334,6143,1000,-3.3333333333333286,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Auto Insurance: 467,-20.233333333333334,6143,982,-8.666666666666671,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Mobile & Wireless: 382,-20.233333333333334,6143,162,-3.000000000000014,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Home Furnishings: 270,-20.233333333333334,6143,2916,-13.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Candy & Sweets: 906,-20.233333333333334,6143,2041,-9.333333333333343,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Apartments & Residential Rentals: 378,-20.233333333333334,6143,53715,-5.666666666666657,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Tobacco Products: 123,-20.233333333333334,6143,3967,-2.0,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Beer: 404,-20.233333333333334,6143,868,1.6666666666666572,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Vehicle Fuels & Lubricants: 1269,-20.233333333333334,6143,8142,1.3333333333333428,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Sporting Goods: 263,-20.233333333333334,6143,645,7.666666666666671,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q2,Automotive Industry: 1190,-20.233333333333334,6143,9555,-3.666666666666657,-6.579999999999997,-0.03666666666666707,1.6999999999999886
2008Q3,Air Travel: 203,-26.20000000000001,6031,3630,-1.6666666666666856,5.513333333333327,-0.026333333333335318,1.1000000000000083
2008Q3,Beer: 404,-26.20000000000001,6031,875,-3.666666666666657,5.513333333333327,-0.026333333333335318,1.1000000000000083
2008Q3,Home Furnishings: 270,-26.20000000000001,6031,2894,0.3333333333333428,5.513333333333327,-0.026333333333335318,1.1000000000000083
2008Q3,Major Kitchen Appliances: 1293,-26.20000000000001,6031,1487,0.0,5.513333333333327,-0.026333333333335318,1.1000000000000083
2008Q3,Home Financing: 466,-26.20000000000001,6031,767,-7.666666666666657,5.513333333333327,-0.026333333333335318,1.1000000000000083
