quarter,Categ_name,cci,DI,CS,GT,vix,3m Bond,CPI
2005Q2,Wine: 405,-4.5,6248,1506,2.999999999999986,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Home Furnishings: 270,-4.5,6248,2605,-8.666666666666657,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Hobbies & Leisure: 65,-4.5,6248,1962,2.6666666666666856,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Home Financing: 466,-4.5,6248,719,-4.333333333333371,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Education: 74,-4.5,6248,2653,1.0,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Hotels & Accommodations: 179,-4.5,6248,3412,-2.0,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Air Travel: 203,-4.5,6248,3332,-3.0,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Vehicle Maintenance: 138,-4.5,6248,4085,-0.3333333333333428,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Auto Insurance: 467,-4.5,6248,929,0.6666666666666288,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Animal Products & Services: 882,-4.5,6248,723,-1.6666666666666572,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Apparel: 68,-4.5,6248,10744,1.0,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Candy & Sweets: 906,-4.5,6248,1677,-11.666666666666671,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Small Kitchen Appliances: 1292,-4.5,6248,170,-3.666666666666657,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Home Insurance: 465,-4.5,6248,1275,-0.3333333333333286,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Non-Alcoholic Beverages: 560,-4.5,6248,2122,2.333333333333343,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Motorcycles: 273,-4.5,6248,162,14.999999999999986,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Health Insurance: 249,-4.5,6248,451,1.0,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Electricity: 658,-4.5,6248,2402,-5.666666666666657,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Beer: 404,-4.5,6248,809,1.0,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Mail & Package Delivery: 1150,-4.5,6248,191,3.0,0.5,-0.001000000000000334,0.7000000000000028
2005Q2,Kitchen & Dining: 951,-4.5,6248,1279,-7.0,0.5,-0.001000000000000334,0.7000000000000028
2005Q3,Home Financing: 466,-4.533333333333333,6161,704,0.33333333333337123,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Hobbies & Leisure: 65,-4.533333333333333,6161,1935,1.6666666666666856,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Major Kitchen Appliances: 1293,-4.533333333333333,6161,1203,4.0,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Sporting Goods: 263,-4.533333333333333,6161,521,6.666666666666643,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Lottery & Sweepstakes: 364,-4.533333333333333,6161,2276,11.0,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Education: 74,-4.533333333333333,6161,2696,-12.333333333333314,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Vehicle Maintenance: 138,-4.533333333333333,6161,4156,4.666666666666671,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Apartments & Residential Rentals: 378,-4.533333333333333,6161,47801,7.333333333333371,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Small Kitchen Appliances: 1292,-4.533333333333333,6161,311,-1.0,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Mail & Package Delivery: 1150,-4.533333333333333,6161,190,1.0,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
2005Q3,Home Insurance: 465,-4.533333333333333,6161,1337,9.666666666666686,-0.4999999999999965,-0.2709384057971009,0.4000000000000057
